img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/Complexcon 2025 E-ticket.pdf---image_page1_3.png, qrcode = TA25CCTEST3CLwdmZmcn3BMfZVmJiTwo3kE+mg6hrpS4Krkecc1arFA2NGnGFXlbqBpgGtx1eaT7qgSzHE0u9jpKmUivIXei4b+i6j/b+I/wh9JnvSW7y/+w48K8WSRD4a98gMQ9/5Fo9 , seat_info = A 25
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117016.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kVoxmXHb+kPSjTvdSw55ysqXw+BfLU6hiGm9PfzQnJAeAPO+eqwxtDS3zK3Zxpw0/VQKX9l44tyomN8p4ZH0re/G+SNJU4j0vd3 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117200.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41ERuxmmWab5aQ2L6kC4ATJQF6O9yH1Fe/HXmrH4WKrEjO7o6xQqAoLHjjhrKELygrCqGhj/D+3YvJ7HlpcXWINIVGj4qVSkRNe1W , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117214.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EVqkziQbu4KEDWVP/VCNv1pb79wbVmlacMYbbfF5r0f1/+CTnwGy4XeX8+jpToSbyCmuiXM8bWRswJaeMfCqE8RuYVTqnbEYqAg , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117228.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EZmlDqXPb9ZEzbhDMosRBbp4PhYUy19ObOvXzP7/RJ2J24AMMSyzz3valao4RXhfBYdv3cDRGWuAgvf7p6V/dtY3KRGCfPam1fx , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117348.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UBmlj3GOLheQTeKKRT3/D+0EayIzkEJ+UmKcuucDdSCNz/PXeZV0HskfavdgUjLPbVXk7DwBuUeLt5paIEOYugbtqJ7FlUApmic , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117189.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410xnxG2UbrwLRTTC/EpHKj7pFWf8pZnLIA95Tr/PQe5bzeHEBnipQUFMghRyLQyjVkDqBgs7a6ivyI1Tx/C+qGcgUJIxSF+doOEA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117176.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410Nok2TAOOQIQjaFtuzQkIeY5IOmQMhunpMpTh4ZSkpiJEYw/KCP7z1bRo8u7PjPK3nnflmFd2ZIMAljjIo2MGlq+fh+KWoQdXQY , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117162.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410JslWWdP7sNE2eq0nbusB8DdlfpjBby9NpClC55IRJIOtUTWWYkmVXJPAemaWSgmxJHtvVaRe3sBUW72vV3YtN5XBZpUWqiYXkT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117147.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410Bpm2qSOuVbRTbbRzck/SdVVEcDVjAdvK0SnMb/Ho7pSwSb6/9W+/qcPz3tJ/NvOhs2xlxHIyLHKKCharLXaS6VkqEC6KP9gFAf , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117153.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410FtkjrGarsMQWeS1pSeO5TxWo0TcZmHkTP7yvUldbVhaMP8S8o1tn/RUwdxBg0KR7FY5rXwH4wAUA0O+G1+OL6DlDqsKFlPRL8m , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117184.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410xqmjidO+8LSjhy+Sf4lpp/fTi1LmElHoUx9sIC+21BvGOAwH5MgSk+CJ6nuOG594J9yeTusubtJXjR85HUQLp5K0igw4lFXhjy , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117190.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB4101uxm7FOOkJRzgt3LF4Y4QZto4e7FtpLHScTN/qiLKOLIUSG88e7FS6/VXLRleYllWZmJujIZqwtlBkdDlRjg+TdZsQEKtBklgR , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117345.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UBrkj2XOLteFjitpZjNspo3AZMbQL6NiA8i3TxaR79A2jLzbO2pAMxugebuvDpe7k5M3F+rr2unHdZvuacGPJFUaMmmMIhQSuxh , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117351.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UFvxG6UbrlbS2dYAYgIhIJ5xVY/pXomUwzTCjKGZ7BJ1ae0xH4ot/EsppTHlpIZFVJJLoLKtkL2p9hkCjH5L5SrBKkMHvD6aCYV , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117231.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EdvxmTAbuxZR2WjTpxNTwKVKxS+H26WRZXsuQbVfj3Xhv4OO66CyO15FGj9fLY8YHtHLuKbAFYWieKWp+jsRZdnVv4gXsMg8ZsP , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117225.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EZrl2zCYOhaFDZnSYSn7SvOpZY7osG/hJOEzPhfKa/3DhCIXiGKmey6QhFKU8uOhHUmpWZRj+ORapbzHSmzlJVGO1J0hUiQPdtO , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117219.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EVnl26TPesAEWBntMX8Kn3Qv3Jw6GWM46JCqMscm6post2elO9aMupGX9AUog9hSMwzXFN30BEhwqzHJYrHbMPbdSH65JeDdxwc , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117033.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kdtwGXHOu9dEzXuhS0tDQkZ04ANTh2Kdx/6gq2aS1WF3mLTbpiIoNTwq90KQJxDWJd7ePx/t7s1/ccYPps5b5hoblWHzfUwWpLR , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117027.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kZpxmTCP+kJR2NGeKEb+ZVQg7Af+4hJawoPUurM+BS2d4agJ7U1pJkML2u7K8vcyWaB0/LexXTidiKckmIOXvSlXnJgyy5Q9IiR , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117026.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kZowT+db75ZSmJr6O2mGEu3eH76FOCpBBCx6ON4PFKedF6c1O++Fu9J5dNvyuNPjQJCjev2deZpMrXJX134g5eKYjqPhTcnpYxT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117032.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kdswGqQP7kKEGe31FSbRZY6pvA5Y/XYXA0N0cuaxhi6ydMJYtReGmP5cWDOoy3GcpRL3cNUC89QnjY9kzP1OyNlxrHf3uz3p9w+ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117218.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EVmk2vGYOhZF2Dz13kMyWWSJD8DR1LJpx9a/nXL6jlaVFZWxdfZV4d9o9ouNVHrxP6Osl7PTAtGGRriInI58OPsU/fblh51ARQ7 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117224.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EZqm2ycaeoBQGBtTdVrGt+/hdd6aliX374gNEbodSrHxetBRLLHWDaGyF5CIWxDlwnpCxqvBCZG/6YsvUebZTR0gr/OcFjxr0AX , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117230.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EdukjqTbuQOFzYhf3AYrjvwcbzSKA7rXW5XpTt51tBM4bTEGnkNbjjnIO2TZ0uX8pKIlA9ob/5nU6Fkgu+1W7v3VNIltrLiAaqZ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117350.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UFulW/FYOwLQDVophrw83AF/2Sapg005DnJBIRHaBwAXhY4pOhrL7Nn/CvDyyJHt2KK3N1ChhT0ASXMXXVoqYd3DoP4jrnkMSlh , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117344.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UBqkjjHb+8KQ2Driecix0Gj07diLZL5RYs5Nq0UKchXYv2lWGUElPSPME5nxe5SL5WX9pnz2a7kUbHGzw3x/MFlMbcZIF5sfaj8 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117191.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB4101vkz7Fa+8BRDl7WyxlMMygI7ejSzPPLjP7aD0LFtM0xXhInuK0B1M9qF7febHSNQ4A6be7PT88DidDGWG0xMJ0E88jUr1BKrvj , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117185.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410xrmz/CbugIQWQ/fsw3jx/8hILkC8IOUMHNODt3OCIw8E05qbCqFJnh27pymp8nEitpKcqB0CFi8J8KKMcwaUyypd7vUJ4Mir2b , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117152.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410FslWjHbOoPSzMCswkUIbj6MLWuGK9hFOPsgwbzxvKFchKt8BRHuuzAhC3cOEDxS8KEnP6RLWPoGZxr6iuCNGAita73xPIZgK/M , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117146.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410BowWuSYOhcS2f1DgKyRh1F8iyAHJqFfb6VcuDhN+QIZfNYkJN4F2O7SmhJfVNJ/hVY/mOvC0Yoc4FCU8ZDlifrGMXCkJqI0Hl2 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117150.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410Fux2ydYOtZRWKlF1ajNmOnR7ZSeCA7uWfiWqbo5QWb22jc5EJ8+HI2VCJ94w5hEH2TS+Ysyc3z/i2C/XeRjMUnzN6aRt7S296J , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117144.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410BqkDiVO7kKRjWnMzzhmQACItOLqVN4byJ04ol05dMIjuJTwFw9cFRpwDsL6dOvbR8+2ZrYbFY+ndy4h3Q/J8e7GrTen3fQGB2h , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117178.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410NmwWmSbrkMEDE2UgQbHUys3iJ8Z3+LlZqRM17eBdwXSxN8vqoburyjV1ep2fEZD5rMp5iL01stn4zTVIBLMhxhXgOlBwalatCt , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117193.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB4101twTiWPOoOSzAQwzzAAf5Fdr2/bbkINzu4TvAHnwgvT4rQg7HqtVGuUQgRy8k9Os8lRRyBDBZhPN1F6VZ3TycCxJSs6BxvjecA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117187.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410xplDrFOu8NRWOV/Ik1O5imyBzOmpfX4IZWTxULUAXW58CUOmYfwTnZZvgY9PPHUV6iDMKIDRfboFl01Kjeg66BUWaFwV2U7mzl , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117352.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UFslj3GarsLFmV5Hex3W0A938SStk6f4B/DhN+y6hoykmjsW2TFXyb40EDz/0YMXPFW5zTSnKIsf5RA4wIqg7C1fk9lupZpDDjt , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117346.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UBok2jGbeVbFzWqg+A9LTQ80XxkbQSe7FeaTDydrLk460RK3RehG0fLtdt/aL0uU1uLk4g2qYJwsMcn+1kAKV3wKe3ucEV0hosx , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117232.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EdswGnBPL9aFDNVvnbXELN+J6HU1IfaSpvtmlCNseonAsoTg8vUlopUCW6YkWBQx/T0AgAIQyD+t43skSjdxAVnHjG51wggabhI , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117024.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kZqm2idb+0NQzJauZ21Q0TXcljd0sUjEXyDOl3SUAiC6SwkIC1tz6fZAQCm/Ph8LJ0cB+KTcm/+UYUI6XGSZE3YdKnKoq5hvTAU , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117030.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kdumj3HOLhaSjPiOBmZo6I7d6vaQaqjrgyti5pB0+R4m6VO/ZysAYJJRQO3EFlezTfgCuRgACUyRD2ZTKpsb0KjT7G0h36B9jqM , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117018.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kVmkj/HarhcS2fmXzGqNAHj/GdYCXcKFUNguUJRz1KB9JQC1aVBhxau7bTLczOGjUDTtgnlVFRULSsCBQxfAihLiRI+LcbOmQYT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117019.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kVnkDiWbuQKETkgnYcF7U0Ja7KACNFq6NT5zuL5CC1loWq1DQtHZXOjMzXzvcd2WllXTMBcBSxesR4rNZxwhhBJL19YgK2qMeO/ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117031.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kdvkGuWb78OEzJb3UHjzeZEi5bVCpeI1b1wtbF1bQDRLjz8q+cjHezPN+PEKDgiJqOjnN1bhFvKoWPcHWyakqq+ZfvtETSZNJIU , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117025.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41kZrwT7GYeUBRWcaswNhsO+jWHnTGqjkEvBTpvfH7qW4xaaph+V+y+6xB3w6FpH4vsn14VWBNdDxHyfPqyINCKWYzlpMWysuLOpc , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117233.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41Edtk2SXbegARTm5mXKkIC8aRP9oIiJ8ubut8f/pMZVCbf0RZsxTMes0D5ZTHqeDiSCA8BkOTUXeANmyIDiF9OThxojh3PmgMeDf , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117227.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41EZpmm6TaLxaQGXEbW1oyfsoR5/HdSW65FKuoYP54RrLta69Nbk97sjfc90Oc+Xy3jCHCRpbPG38Hd1HqDz/dQXFY0jIiiygFmKs , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117347.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UBpmm3BP7sBEznGG/3jBXxt4DLKYlmD2SqJjTkKpYuIyY9xZGpTMaGn51tNBRgbkftXvf/OtkQnOtsncnQP88egFiO6c4a4FL67 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117353.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB41UFtkj6darleSmO0PS+3mdWr8sHkoFAHQarh+kOm/xutOGVo4UN+NbkSKDqomYl75cfgbbOVqjx+2HU7tmllf4G4c0280THanDR0 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117186.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410xokD+TP7tcQjCV0pAPwlkX6lNoPN5QnWG3pNy0UvhwEKbVH5K6eXzVRnXROi9h6qFyg72lPJrJtcHTfn8mr49lnF57ramP5YwX , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117192.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB4101sx22dOO0AEzIm0e2XRr1xuwFC/XCbcQkaifFi4PlU7Wc1JDnk9DMXv6rUpTocG4BlRKgO6EOBZpc2j5CkrfKScUzW5vZ8cOq+ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117179.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410NnlW2VPexdSzNxJWklwxopB6q/t5zX5t9WdTV+L1PGBwKVNXzTQilm8i+9G/xsjahBSSaQ/MM4KRNRaqrnFkQf1YPFGJ0OXFMH , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2M T2坐位 1388/maoyan_358張/Block 12/20250227181659117145.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI1lSwvqAB410Brx27Gb7sLRGDKU0YzK4D7TJfvTuE3nQw41uz8o9ze/Y0doCAMSGk8zEzzL35O9vZ2QEy8t5Ra27Wgxh7XzjDe3xdTWDrJcv5y , seat_info = 未解析出座位
